train_id,service_family,origin_terminal,destination_terminal,path,work_stops,stop_pattern,work_stop_count,origin_departure_time,destination_arrival_time,service_distance_km,candidate_source,timetable_basis
CAND0011,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-12 18:00,2026-08-12 20:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0012,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-13 00:00,2026-08-13 02:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0013,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-13 06:00,2026-08-13 08:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0014,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-13 12:00,2026-08-13 14:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0015,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-13 18:00,2026-08-13 20:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0016,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-14 00:00,2026-08-14 02:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0017,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-14 06:00,2026-08-14 08:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0018,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-14 12:00,2026-08-14 14:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0019,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-14 18:00,2026-08-14 20:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0020,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-15 00:00,2026-08-15 02:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0021,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-15 06:00,2026-08-15 08:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0022,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-15 12:00,2026-08-15 14:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0023,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-15 18:00,2026-08-15 20:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0024,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-16 00:00,2026-08-16 02:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0025,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-16 06:00,2026-08-16 08:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0026,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-16 12:00,2026-08-16 14:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0027,TRUNK,UIWANG,BUGANG,UIWANG|BUGANG,UIWANG|BUGANG,SS,2,2026-08-16 18:00,2026-08-16 20:00,111.8,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0028,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-10 06:00,2026-08-10 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0029,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-10 12:00,2026-08-10 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0030,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-10 18:00,2026-08-10 22:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0031,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-11 00:00,2026-08-11 04:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0032,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-11 06:00,2026-08-11 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0033,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-11 12:00,2026-08-11 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0034,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-11 18:00,2026-08-11 22:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0035,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-12 00:00,2026-08-12 04:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0036,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-12 06:00,2026-08-12 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0037,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-12 12:00,2026-08-12 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0038,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-12 18:00,2026-08-12 22:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0039,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-13 00:00,2026-08-13 04:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0040,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-13 06:00,2026-08-13 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0041,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-13 12:00,2026-08-13 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0042,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-13 18:00,2026-08-13 22:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0043,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-14 00:00,2026-08-14 04:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0044,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-14 06:00,2026-08-14 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0045,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-14 12:00,2026-08-14 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0046,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-14 18:00,2026-08-14 22:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0047,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-15 00:00,2026-08-15 04:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0048,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-15 06:00,2026-08-15 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0049,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-15 12:00,2026-08-15 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0050,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-15 18:00,2026-08-15 22:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0051,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-16 00:00,2026-08-16 04:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0052,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-16 06:00,2026-08-16 10:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0053,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|YAKMOK,SPS,2,2026-08-16 12:00,2026-08-16 16:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0054,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-10 06:00,2026-08-10 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0055,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-10 12:00,2026-08-10 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0056,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-10 18:00,2026-08-11 01:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0057,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-11 00:00,2026-08-11 07:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0058,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-11 06:00,2026-08-11 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0059,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-11 12:00,2026-08-11 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0060,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-11 18:00,2026-08-12 01:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0061,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-12 00:00,2026-08-12 07:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0062,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-12 06:00,2026-08-12 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0063,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-12 12:00,2026-08-12 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0064,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-12 18:00,2026-08-13 01:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0065,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-13 00:00,2026-08-13 07:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0066,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-13 06:00,2026-08-13 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0067,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-13 12:00,2026-08-13 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0068,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-13 18:00,2026-08-14 01:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0069,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-14 00:00,2026-08-14 07:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0070,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-14 06:00,2026-08-14 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0071,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-14 12:00,2026-08-14 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0072,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-14 18:00,2026-08-15 01:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0073,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-15 00:00,2026-08-15 07:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0074,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-15 06:00,2026-08-15 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0075,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-15 12:00,2026-08-15 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0076,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-15 18:00,2026-08-16 01:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0077,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-16 00:00,2026-08-16 07:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0078,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-16 06:00,2026-08-16 13:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0079,GYEONGBU,UIWANG,YAKMOK,UIWANG|BUGANG|YAKMOK,UIWANG|BUGANG|YAKMOK,SSS,3,2026-08-16 12:00,2026-08-16 19:00,264.4,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0080,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-10 06:00,2026-08-10 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0081,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-10 12:00,2026-08-10 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0082,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-10 18:00,2026-08-11 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0083,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-11 00:00,2026-08-11 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0084,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-11 06:00,2026-08-11 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0085,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-11 12:00,2026-08-11 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0086,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-11 18:00,2026-08-12 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0087,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-12 00:00,2026-08-12 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0088,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-12 06:00,2026-08-12 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0089,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-12 12:00,2026-08-12 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0090,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-12 18:00,2026-08-13 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0091,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-13 00:00,2026-08-13 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0092,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-13 06:00,2026-08-13 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0093,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-13 12:00,2026-08-13 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0094,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-13 18:00,2026-08-14 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0095,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-14 00:00,2026-08-14 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0096,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-14 06:00,2026-08-14 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0097,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-14 12:00,2026-08-14 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0098,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-14 18:00,2026-08-15 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0099,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-15 00:00,2026-08-15 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0100,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-15 06:00,2026-08-15 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0101,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-15 12:00,2026-08-15 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0102,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-15 18:00,2026-08-16 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0103,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-16 00:00,2026-08-16 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0104,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-16 06:00,2026-08-16 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0105,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUSAN,SPPS,2,2026-08-16 12:00,2026-08-16 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0106,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-10 06:00,2026-08-10 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
