recommendation_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,road_distance_km,road_duration_minutes,truck_tariff_distance_km,truck_vehicle_count,truck_per_vehicle_fare_krw,truck_rate_type,truck_capacity_rule,truck_standard_min_cost_krw,truck_combine_min_cost_krw,truck_fare_candidate_count,truck_combine_eligibility,truck_combine_applied,truck_combine_pair_count,rail_tariff_distance_km,rail_physical_distance_km,rail_model_charge_krw,rail_distance_fare_krw,rail_handling_cost_krw,rail_cost_krw,truck_cost_krw,cost_difference_krw,cost_saving_rate,rail_process_start_time,rail_available_time,rail_end_to_end_hours,truck_origin_loading_hours,truck_destination_unloading_hours,truck_end_to_end_hours,time_difference_hours,rail_total_train_co2_kg,rail_max_capacity_teu,rail_co2_allocation_ratio,rail_co2_kg,truck_co2_kg,co2_difference_kg,co2_reduction_rate,truck_fare_policy,truck_fare_source,truck_distance_source,rail_co2_parameter_source,time_boundary
REC0011,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2.0,CAND0158,375.823,288.35766666666666,376,1,763380.0,안전위탁운임,20FT 2개/대 COMBINE,848200,763380,3,ELIGIBLE: 20FT 1쌍에 2개/대 COMBINE 운임 적용,True,1,402.3,408.09999999999997,307228.46,307200,32000,339200,763380,424180,0.5556603526421966,2025-07-08 15:00,2025-07-09 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.030303030303030304,102.28487808,322.78685824,220.50198016000002,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0012,CARRIER_C,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,4,8.0,CAND0158,235.632,166.36041666666668,236,4,680700.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",2722800,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,258.6,264.4,612364.8,612400,80000,692400,2722800,2030400,0.745702952842662,2025-07-08 15:00,2025-07-09 04:00,13.0,1.5,1.5,5.772673611111111,-7.227326388888889,2186.85620736,66.0,0.12121212121212122,265.07347968,809.51844864,544.44496896,0.672554121372618,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0013,CARRIER_D,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1.0,CAND0170,135.099,99.51113333333333,135,1,415200.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",415200,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,152.6,152.6,58268.78,58300,16000,74300,415200,340900,0.8210500963391136,2025-07-11 20:00,2025-07-12 04:00,8.0,1.5,1.5,4.658518888888889,-3.3414811111111113,1262.15679744,66.0,0.015151515151515152,19.12358784,116.03382912,96.91024128,0.8351895478669178,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0014,CARRIER_E,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0158,278.599,195.37800000000001,279,1,696900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",696900,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,296.3,296.29999999999995,113139.19,113100,16000,129100,696900,567800,0.8147510403214234,2025-07-08 20:00,2025-07-09 09:00,13.0,1.5,1.5,6.2563,-6.7437,2450.7015667199994,66.0,0.015151515151515152,37.13184191999999,239.28310912,202.1512672,0.8448204636902371,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0015,CARRIER_E,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,2,2.0,CAND0170,135.099,99.51113333333333,135,1,747360.0,안전위탁운임,20FT 2개/대 COMBINE,830400,747360,3,ELIGIBLE: 20FT 1쌍에 2개/대 COMBINE 운임 적용,True,1,152.6,152.6,116537.56,116600,32000,148600,747360,598760,0.8011667737101263,2025-07-11 20:00,2025-07-12 04:00,8.0,1.5,1.5,4.658518888888889,-3.3414811111111113,1262.15679744,66.0,0.030303030303030304,38.24717568,116.03382912,77.78665344,0.6703790957338356,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0016,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,6,6.0,CAND0158,375.823,288.35766666666666,376,3,763380.0,안전위탁운임,20FT 2개/대 COMBINE,2544600,2290140,3,ELIGIBLE: 20FT 3쌍에 2개/대 COMBINE 운임 적용,True,3,402.3,408.09999999999997,921685.38,921600,96000,1017600,2290140,1272540,0.5556603526421966,2025-07-08 15:00,2025-07-09 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.09090909090909091,306.85463424,968.36057472,661.50594048,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0017,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1.0,CAND0158,235.632,166.36041666666668,236,1,592300.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",592300,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,258.6,264.4,98743.82,98700,16000,114700,592300,477600,0.8063481343913558,2025-07-08 15:00,2025-07-09 04:00,13.0,1.5,1.5,5.772673611111111,-7.227326388888889,2186.85620736,66.0,0.015151515151515152,33.13418496,202.37961216,169.2454272,0.836277060686309,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0018,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,5,5.0,CAND0170,235.632,166.36041666666668,236,3,908193.3333333334,안전위탁운임,20FT 2개/대 COMBINE 2대 + 20FT 1개/대 1대,2961500,2724580,3,"ELIGIBLE: 20FT 2쌍은 2개/대 COMBINE, 잔여 1개는 1개/대 일반운임 적용",True,2,258.6,264.4,493719.1,493500,80000,573500,2724580,2151080,0.7895088417297345,2025-07-11 15:00,2025-07-12 04:00,13.0,1.5,1.5,5.772673611111111,-7.227326388888889,2186.85620736,66.0,0.07575757575757576,165.67092480000002,607.13883648,441.46791168,0.7271284344771817,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0019,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0158,278.599,195.37800000000001,279,1,696900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",696900,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,296.3,296.29999999999995,113139.19,113100,16000,129100,696900,567800,0.8147510403214234,2025-07-08 20:00,2025-07-09 09:00,13.0,1.5,1.5,6.2563,-6.7437,2450.7015667199994,66.0,0.015151515151515152,37.13184191999999,239.28310912,202.1512672,0.8448204636902371,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0020,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,3,3.0,CAND0170,278.599,195.37800000000001,279,2,975660.0,안전위탁운임,20FT 2개/대 COMBINE 1대 + 20FT 1개/대 1대,2090700,1951320,3,"ELIGIBLE: 20FT 1쌍은 2개/대 COMBINE, 잔여 1개는 1개/대 일반운임 적용",True,1,296.3,296.29999999999995,339417.57,339300,48000,387300,1951320,1564020,0.8015189717729537,2025-07-11 20:00,2025-07-12 09:00,13.0,1.5,1.5,6.2563,-6.7437,2450.7015667199994,66.0,0.045454545454545456,111.39552575999997,478.56621824,367.17069248000007,0.7672306955353557,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0021,CARRIER_F,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,2,2.0,CAND0170,135.099,99.51113333333333,135,1,747360.0,안전위탁운임,20FT 2개/대 COMBINE,830400,747360,3,ELIGIBLE: 20FT 1쌍에 2개/대 COMBINE 운임 적용,True,1,152.6,152.6,116537.56,116600,32000,148600,747360,598760,0.8011667737101263,2025-07-11 20:00,2025-07-12 04:00,8.0,1.5,1.5,4.658518888888889,-3.3414811111111113,1262.15679744,66.0,0.030303030303030304,38.24717568,116.03382912,77.78665344,0.6703790957338356,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0022,CARRIER_F,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,40FT,1,2.0,CAND0158,135.099,99.51113333333333,135,1,471900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",471900,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,152.6,152.6,90339.2,90300,20000,110300,471900,361600,0.7662640389913117,2025-07-08 20:00,2025-07-09 04:00,8.0,1.5,1.5,4.658518888888889,-3.3414811111111113,1262.15679744,66.0,0.030303030303030304,38.24717568,116.03382912,77.78665344,0.6703790957338356,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0023,CARRIER_F,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1.0,CAND0170,235.632,166.36041666666668,236,1,592300.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",592300,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,258.6,264.4,98743.82,98700,16000,114700,592300,477600,0.8063481343913558,2025-07-11 15:00,2025-07-12 04:00,13.0,1.5,1.5,5.772673611111111,-7.227326388888889,2186.85620736,66.0,0.015151515151515152,33.13418496,202.37961216,169.2454272,0.836277060686309,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
