recommendation_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,road_distance_km,road_duration_minutes,truck_tariff_distance_km,truck_vehicle_count,truck_per_vehicle_fare_krw,truck_rate_type,truck_capacity_rule,truck_standard_min_cost_krw,truck_combine_min_cost_krw,truck_fare_candidate_count,truck_combine_eligibility,truck_combine_applied,truck_combine_pair_count,rail_tariff_distance_km,rail_physical_distance_km,rail_model_charge_krw,rail_distance_fare_krw,rail_handling_cost_krw,rail_cost_krw,truck_cost_krw,cost_difference_krw,cost_saving_rate,rail_process_start_time,rail_available_time,rail_end_to_end_hours,truck_origin_loading_hours,truck_destination_unloading_hours,truck_end_to_end_hours,time_difference_hours,rail_total_train_co2_kg,rail_max_capacity_teu,rail_co2_allocation_ratio,rail_co2_kg,truck_co2_kg,co2_difference_kg,co2_reduction_rate,truck_fare_policy,truck_fare_source,truck_distance_source,rail_co2_parameter_source,time_boundary
REC0011,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,13,13.0,CAND0170,375.823,288.35766666666666,376,7,714911.4285714285,안전위탁운임,20FT 2개/대 COMBINE 6대 + 20FT 1개/대 1대,5513300,5004380,3,"ELIGIBLE: 20FT 6쌍은 2개/대 COMBINE, 잔여 1개는 1개/대 일반운임 적용",True,6,402.3,408.09999999999997,1996984.99,1996800,208000,2204800,5004380,2799580,0.5594259428740423,2025-07-04 15:00,2025-07-05 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.19696969696969696,664.85170752,2259.50800768,1594.65630016,0.7057537723875335,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0012,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,40FT,1,2.0,CAND0170,375.823,288.35766666666666,376,1,480200.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",480200,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,402.3,408.09999999999997,238161.6,238200,20000,258200,480200,222000,0.4623073719283632,2025-07-04 15:00,2025-07-05 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.030303030303030304,102.28487808,322.78685824,220.50198016000002,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0013,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,14,14.0,CAND0158,156.557,130.8651,157,7,815040.0,안전위탁운임,20FT 2개/대 COMBINE,6339200,5705280,3,ELIGIBLE: 20FT 7쌍에 2개/대 COMBINE 운임 적용,True,7,143.7,143.7,768185.72,768600,224000,992600,5705280,4712680,0.8260208087946603,2025-07-02 01:00,2025-07-02 09:00,8.0,1.5,1.5,5.181085,-2.8189149999999996,1188.54476928,66.0,0.21212121212121213,252.11555712000003,941.24573312,689.1301759999999,0.7321469322529638,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0014,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0170,156.557,130.8651,157,1,452800.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",452800,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,143.7,143.7,54870.41,54900,16000,70900,452800,381900,0.8434187279151943,2025-07-05 01:00,2025-07-05 09:00,8.0,1.5,1.5,5.181085,-2.8189149999999996,1188.54476928,66.0,0.015151515151515152,18.00825408,134.46367616,116.45542208,0.866073466126482,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0015,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,40FT,4,8.0,CAND0158,156.557,130.8651,157,4,517000.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",2068000,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,143.7,143.7,340281.6,340400,80000,420400,2068000,1647600,0.7967117988394584,2025-07-02 01:00,2025-07-02 09:00,8.0,1.5,1.5,5.181085,-2.8189149999999996,1188.54476928,66.0,0.12121212121212122,144.06603264,537.85470464,393.788672,0.7321469322529639,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0016,CARRIER_C,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0170,278.599,195.37800000000001,279,1,696900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",696900,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,296.3,296.29999999999995,113139.19,113100,16000,129100,696900,567800,0.8147510403214234,2025-07-04 20:00,2025-07-05 09:00,13.0,1.5,1.5,6.2563,-6.7437,2450.7015667199994,66.0,0.015151515151515152,37.13184191999999,239.28310912,202.1512672,0.8448204636902371,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0017,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2.0,CAND0170,375.823,288.35766666666666,376,1,763380.0,안전위탁운임,20FT 2개/대 COMBINE,848200,763380,3,ELIGIBLE: 20FT 1쌍에 2개/대 COMBINE 운임 적용,True,1,402.3,408.09999999999997,307228.46,307200,32000,339200,763380,424180,0.5556603526421966,2025-07-04 15:00,2025-07-05 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.030303030303030304,102.28487808,322.78685824,220.50198016000002,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0018,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,40FT,1,2.0,CAND0170,375.823,288.35766666666666,376,1,480200.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",480200,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,402.3,408.09999999999997,238161.6,238200,20000,258200,480200,222000,0.4623073719283632,2025-07-04 15:00,2025-07-05 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.030303030303030304,102.28487808,322.78685824,220.50198016000002,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0019,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,4,4.0,CAND0707,184.76,124.83871666666667,185,2,898200.0,안전위탁운임,20FT 2개/대 COMBINE,1996000,1796400,3,ELIGIBLE: 20FT 2쌍에 2개/대 COMBINE 운임 적용,True,2,236.2,242.0,360762.44,360800,64000,424800,1796400,1371600,0.7635270541082164,2025-07-03 15:00,2025-07-04 04:00,13.0,1.5,1.5,5.080645277777778,-7.919354722222222,2001.5854848,66.0,0.06060606060606061,121.3082112,317.3733376,196.0651264,0.6177744100454643,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0020,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,4,4.0,CAND0158,156.557,130.8651,157,2,815040.0,안전위탁운임,20FT 2개/대 COMBINE,1811200,1630080,3,ELIGIBLE: 20FT 2쌍에 2개/대 COMBINE 운임 적용,True,2,143.7,143.7,219481.64,219600,64000,283600,1630080,1346480,0.8260208087946603,2025-07-02 01:00,2025-07-02 09:00,8.0,1.5,1.5,5.181085,-2.8189149999999996,1188.54476928,66.0,0.06060606060606061,72.03301632,268.92735232,196.894336,0.7321469322529639,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0021,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0170,156.557,130.8651,157,1,452800.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",452800,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,143.7,143.7,54870.41,54900,16000,70900,452800,381900,0.8434187279151943,2025-07-05 01:00,2025-07-05 09:00,8.0,1.5,1.5,5.181085,-2.8189149999999996,1188.54476928,66.0,0.015151515151515152,18.00825408,134.46367616,116.45542208,0.866073466126482,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0022,CARRIER_D,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,40FT,1,2.0,CAND0158,135.099,99.51113333333333,135,1,471900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",471900,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,152.6,152.6,90339.2,90300,20000,110300,471900,361600,0.7662640389913117,2025-07-01 20:00,2025-07-02 04:00,8.0,1.5,1.5,4.658518888888889,-3.3414811111111113,1262.15679744,66.0,0.030303030303030304,38.24717568,116.03382912,77.78665344,0.6703790957338356,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0023,CARRIER_D,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,40FT,1,2.0,CAND0170,135.099,99.51113333333333,135,1,471900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",471900,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,152.6,152.6,90339.2,90300,20000,110300,471900,361600,0.7662640389913117,2025-07-04 20:00,2025-07-05 04:00,8.0,1.5,1.5,4.658518888888889,-3.3414811111111113,1262.15679744,66.0,0.030303030303030304,38.24717568,116.03382912,77.78665344,0.6703790957338356,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0024,CARRIER_D,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,5,10.0,CAND0707,315.292,200.52891666666667,315,5,421100.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",2105500,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,384.8,390.59999999999997,1139008.0,1139000,100000,1239000,2105500,866500,0.41154120161481833,2025-07-03 15:00,2025-07-04 09:00,18.0,1.5,1.5,6.342148611111112,-11.657851388888888,3230.65822464,66.0,0.15151515151515152,489.4936704,1353.9899648,864.4962944000001,0.638480577311883,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
