detail_id,need_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,load_start_time,departure_time,arrival_time,available_time,model_load_start_slot,model_departure_slot,model_arrival_slot,model_available_slot,service_due_time,earliness_hours,physical_distance_km,tariff_distance_km,estimated_rail_charge_krw
DETAIL0014,NEED0018,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,2,2,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-11 11:00,19,264.4,258.6,197487.65
DETAIL0015,NEED0019,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 06:00,0,143.7,143.7,54870.41
DETAIL0016,NEED0020,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 11:00,5,143.7,143.7,54870.41
DETAIL0017,NEED0021,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 13:00,7,143.7,143.7,54870.41
DETAIL0018,NEED0022,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 16:00,10,143.7,143.7,54870.41
DETAIL0019,NEED0023,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,2,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-13 09:00,27,143.7,143.7,109740.82
DETAIL0020,NEED0024,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,2,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-13 10:00,28,143.7,143.7,109740.82
DETAIL0021,NEED0025,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,2,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-13 17:00,35,143.7,143.7,109740.82
DETAIL0022,NEED0026,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 08:00,50,143.7,143.7,54870.41
DETAIL0023,NEED0027,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 09:00,51,143.7,143.7,54870.41
DETAIL0024,NEED0028,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 11:00,53,143.7,143.7,54870.41
DETAIL0025,NEED0029,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 12:00,54,143.7,143.7,54870.41
DETAIL0026,NEED0030,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 16:00,58,143.7,143.7,54870.41
DETAIL0027,NEED0031,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,20FT,1,1,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 18:00,60,143.7,143.7,54870.41
DETAIL0028,NEED0034,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-10 17:00,1,264.4,258.6,153091.2
DETAIL0029,NEED0035,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-11 16:00,24,264.4,258.6,153091.2
DETAIL0030,NEED0036,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-11 18:00,26,264.4,258.6,153091.2
DETAIL0031,NEED0037,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 09:00,3,143.7,143.7,85070.4
DETAIL0032,NEED0038,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 12:00,6,143.7,143.7,85070.4
DETAIL0033,NEED0039,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 15:00,9,143.7,143.7,85070.4
DETAIL0034,NEED0040,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,2,4,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-12 16:00,10,143.7,143.7,170140.8
DETAIL0035,NEED0041,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-13 15:00,33,143.7,143.7,85070.4
DETAIL0036,NEED0042,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 10:00,52,143.7,143.7,85070.4
DETAIL0037,NEED0043,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 18:00,60,143.7,143.7,85070.4
DETAIL0038,NEED0044,CARRIER_A,BUSAN,부산신항,YAKMOK,약목역 CY,40FT,1,2,CAND0292,2026-08-11 21:00,2026-08-12 00:00,2026-08-12 03:00,2026-08-12 06:00,45,48,51,54,2026-08-14 19:00,61,143.7,143.7,85070.4
DETAIL0039,NEED0048,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-13 10:00,41,111.8,111.8,42689.71
DETAIL0040,NEED0049,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,2,2,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-13 13:00,44,111.8,111.8,85379.42
DETAIL0041,NEED0050,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-13 14:00,45,111.8,111.8,42689.71
DETAIL0042,NEED0051,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-13 16:00,47,111.8,111.8,42689.71
DETAIL0043,NEED0052,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-14 06:00,61,111.8,111.8,42689.71
DETAIL0044,NEED0053,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-14 15:00,70,111.8,111.8,42689.71
DETAIL0045,NEED0054,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 14:00,2026-08-11 17:00,33,36,38,41,2026-08-14 17:00,72,111.8,111.8,42689.71
DETAIL0046,NEED0059,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 13:00,16,143.7,143.7,54870.41
DETAIL0047,NEED0060,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,2,2,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 14:00,17,143.7,143.7,109740.82
DETAIL0048,NEED0061,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 15:00,18,143.7,143.7,54870.41
DETAIL0049,NEED0062,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 16:00,19,143.7,143.7,54870.41
DETAIL0050,NEED0063,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 18:00,21,143.7,143.7,54870.41
DETAIL0051,NEED0064,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 06:00,33,408.1,402.3,153614.23
DETAIL0052,NEED0065,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 07:00,34,408.1,402.3,153614.23
DETAIL0053,NEED0066,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 09:00,36,408.1,402.3,153614.23
DETAIL0054,NEED0067,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 11:00,38,408.1,402.3,153614.23
DETAIL0055,NEED0068,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 14:00,41,408.1,402.3,153614.23
DETAIL0056,NEED0069,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 17:00,44,408.1,402.3,153614.23
DETAIL0057,NEED0070,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-13 07:00,58,408.1,402.3,153614.23
DETAIL0058,NEED0071,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-13 08:00,59,408.1,402.3,153614.23
DETAIL0059,NEED0072,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-13 11:00,62,408.1,402.3,153614.23
DETAIL0060,NEED0073,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-13 12:00,63,408.1,402.3,153614.23
DETAIL0061,NEED0077,CARRIER_B,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-12 10:00,7,390.6,384.8,146932.03
DETAIL0062,NEED0078,CARRIER_B,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-12 18:00,15,390.6,384.8,146932.03
DETAIL0063,NEED0079,CARRIER_B,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-13 13:00,34,390.6,384.8,146932.03
DETAIL0064,NEED0080,CARRIER_B,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-13 15:00,36,390.6,384.8,146932.03
DETAIL0065,NEED0081,CARRIER_B,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 10:00,55,390.6,384.8,146932.03
DETAIL0066,NEED0082,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 13:00,16,143.7,143.7,54870.41
DETAIL0067,NEED0083,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-12 14:00,41,143.7,143.7,54870.41
DETAIL0068,NEED0084,CARRIER_C,BUGANG,부강화물역 CY,DONGSAN,동산역 CY,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-11 19:00,2026-08-11 22:00,38,41,43,46,2026-08-12 18:00,20,130.2,130.2,49715.57
DETAIL0069,NEED0085,CARRIER_C,BUGANG,부강화물역 CY,DONGSAN,동산역 CY,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-11 19:00,2026-08-11 22:00,38,41,43,46,2026-08-13 09:00,35,130.2,130.2,49715.57
DETAIL0070,NEED0086,CARRIER_C,BUGANG,부강화물역 CY,DONGSAN,동산역 CY,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-11 19:00,2026-08-11 22:00,38,41,43,46,2026-08-13 14:00,40,130.2,130.2,49715.57
DETAIL0071,NEED0087,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 19:00,2026-08-11 22:00,33,36,43,46,2026-08-14 06:00,56,242.0,236.2,90190.61
DETAIL0072,NEED0088,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 19:00,2026-08-11 22:00,33,36,43,46,2026-08-14 09:00,59,242.0,236.2,90190.61
DETAIL0073,NEED0089,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-11 19:00,2026-08-11 22:00,33,36,43,46,2026-08-14 12:00,62,242.0,236.2,90190.61
DETAIL0074,NEED0093,CARRIER_C,BUGANG,부강화물역 CY,DONGSAN,동산역 CY,40FT,1,2,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-11 19:00,2026-08-11 22:00,38,41,43,46,2026-08-12 06:00,8,130.2,130.2,77078.4
DETAIL0075,NEED0095,CARRIER_D,BUGANG,부강화물역 CY,GWANGYANG,신광양항,40FT,1,2,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-12 18:00,15,278.8,278.8,165049.6
DETAIL0076,NEED0096,CARRIER_D,BUGANG,부강화물역 CY,GWANGYANG,신광양항,40FT,1,2,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 08:00,29,278.8,278.8,165049.6
DETAIL0077,NEED0097,CARRIER_D,DONGSAN,동산역 CY,GWANGYANG,신광양항,40FT,1,2,CAND0702,2026-08-11 19:00,2026-08-11 22:00,2026-08-12 00:00,2026-08-12 03:00,43,46,48,51,2026-08-14 17:00,62,148.6,148.6,87971.2
DETAIL0078,NEED0098,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-11 15:00,18,408.1,402.3,153614.23
DETAIL0079,NEED0099,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 05:00,32,408.1,402.3,153614.23
DETAIL0080,NEED0100,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 09:00,36,408.1,402.3,153614.23
DETAIL0081,NEED0101,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-13 09:00,60,408.1,402.3,153614.23
DETAIL0082,NEED0106,CARRIER_E,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-12 05:00,2,278.8,278.8,106456.99
DETAIL0083,NEED0107,CARRIER_E,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 06:00,27,278.8,278.8,106456.99
DETAIL0084,NEED0108,CARRIER_E,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 14:00,35,278.8,278.8,106456.99
DETAIL0085,NEED0109,CARRIER_E,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 17:00,38,278.8,278.8,106456.99
DETAIL0086,NEED0110,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 16:00,61,390.6,384.8,146932.03
DETAIL0087,NEED0112,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-11 11:00,19,264.4,258.6,98743.82
DETAIL0088,NEED0113,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-12 13:00,45,264.4,258.6,98743.82
DETAIL0089,NEED0114,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-13 06:00,62,264.4,258.6,98743.82
DETAIL0090,NEED0115,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-13 10:00,66,264.4,258.6,98743.82
DETAIL0091,NEED0116,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-13 16:00,72,264.4,258.6,98743.82
DETAIL0092,NEED0121,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 13:00,2026-08-10 16:00,3,6,13,16,2026-08-12 10:00,42,264.4,258.6,153091.2
DETAIL0093,NEED0122,CARRIER_F,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 13:00,2026-08-10 16:00,2026-08-10 18:00,2026-08-10 21:00,13,16,18,21,2026-08-11 14:00,17,143.7,143.7,54870.41
DETAIL0094,NEED0123,CARRIER_F,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 07:00,34,408.1,402.3,153614.23
DETAIL0095,NEED0124,CARRIER_F,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-12 11:00,38,408.1,402.3,153614.23
