detail_id,need_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,load_start_time,departure_time,arrival_time,available_time,model_load_start_slot,model_departure_slot,model_arrival_slot,model_available_slot,service_due_time,earliness_hours,physical_distance_km,tariff_distance_km,estimated_rail_charge_krw
DETAIL0013,NEED0016,CARRIER_A,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-04 20:00,2025-07-04 23:00,2025-07-05 01:00,2025-07-05 04:00,92,95,97,100,2025-07-06 14:00,34,152.6,152.6,58268.78
DETAIL0014,NEED0017,CARRIER_A,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-04 20:00,2025-07-04 23:00,2025-07-05 01:00,2025-07-05 04:00,92,95,97,100,2025-07-06 16:00,36,152.6,152.6,58268.78
DETAIL0015,NEED0018,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 01:00,2025-07-05 04:00,87,90,97,100,2025-07-06 17:00,37,264.4,258.6,98743.82
DETAIL0016,NEED0019,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 01:00,2025-07-05 04:00,87,90,97,100,2025-07-07 08:00,52,264.4,258.6,98743.82
DETAIL0017,NEED0020,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 01:00,2025-07-05 04:00,87,90,97,100,2025-07-07 09:00,53,264.4,258.6,98743.82
DETAIL0018,NEED0021,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 01:00,2025-07-05 04:00,87,90,97,100,2025-07-07 10:00,54,264.4,258.6,98743.82
DETAIL0019,NEED0022,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,3,3,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 01:00,2025-07-05 04:00,87,90,97,100,2025-07-07 11:00,55,264.4,258.6,296231.47
DETAIL0020,NEED0025,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-05 17:00,42,111.8,111.8,42689.71
DETAIL0021,NEED0026,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 10:00,59,111.8,111.8,42689.71
DETAIL0022,NEED0027,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-04 20:00,2025-07-04 23:00,87,90,92,95,2025-07-06 15:00,40,111.8,111.8,42689.71
DETAIL0023,NEED0027,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 15:00,64,111.8,111.8,42689.71
DETAIL0024,NEED0028,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 06:00,55,111.8,111.8,66185.6
DETAIL0025,NEED0029,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 11:00,60,111.8,111.8,66185.6
DETAIL0026,NEED0030,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 15:00,64,111.8,111.8,66185.6
DETAIL0027,NEED0031,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 16:00,65,111.8,111.8,66185.6
DETAIL0028,NEED0032,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-03 20:00,2025-07-03 23:00,63,66,68,71,2025-07-06 17:00,66,111.8,111.8,66185.6
DETAIL0029,NEED0033,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-04 20:00,2025-07-04 23:00,87,90,92,95,2025-07-07 16:00,65,111.8,111.8,66185.6
DETAIL0030,NEED0034,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 08:00,23,143.7,143.7,54870.41
DETAIL0031,NEED0035,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 10:00,25,143.7,143.7,109740.82
DETAIL0032,NEED0036,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,3,3,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 11:00,26,143.7,143.7,164611.22
DETAIL0033,NEED0037,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 12:00,27,143.7,143.7,54870.41
DETAIL0034,NEED0038,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,3,3,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 14:00,29,143.7,143.7,164611.22
DETAIL0035,NEED0039,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 18:00,33,143.7,143.7,54870.41
DETAIL0036,NEED0040,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 19:00,34,143.7,143.7,54870.41
DETAIL0037,NEED0041,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-04 05:00,44,143.7,143.7,54870.41
DETAIL0038,NEED0042,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-04 06:00,45,143.7,143.7,54870.41
DETAIL0039,NEED0043,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,4,4,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-04 07:00,46,408.1,402.3,614456.93
DETAIL0040,NEED0044,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-04 09:00,48,408.1,402.3,153614.23
DETAIL0041,NEED0045,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-04 10:00,49,408.1,402.3,307228.46
DETAIL0042,NEED0046,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-04 11:00,50,408.1,402.3,307228.46
DETAIL0043,NEED0047,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-04 13:00,52,408.1,402.3,153614.23
DETAIL0044,NEED0048,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-04 18:00,57,408.1,402.3,153614.23
DETAIL0045,NEED0049,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-05 05:00,68,408.1,402.3,153614.23
DETAIL0046,NEED0050,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-05 07:00,70,408.1,402.3,307228.46
DETAIL0047,NEED0051,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-05 11:00,2,408.1,402.3,307228.46
DETAIL0048,NEED0052,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-06 11:00,26,408.1,402.3,307228.46
DETAIL0049,NEED0053,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-06 12:00,27,408.1,402.3,307228.46
DETAIL0050,NEED0054,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-06 15:00,30,408.1,402.3,153614.23
DETAIL0051,NEED0055,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-06 16:00,31,408.1,402.3,153614.23
DETAIL0052,NEED0056,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 07:00,46,408.1,402.3,307228.46
DETAIL0053,NEED0057,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 08:00,47,408.1,402.3,153614.23
DETAIL0054,NEED0058,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 09:00,48,408.1,402.3,153614.23
DETAIL0055,NEED0059,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 10:00,49,408.1,402.3,153614.23
DETAIL0056,NEED0059,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-05 01:00,2025-07-05 04:00,2025-07-05 06:00,2025-07-05 09:00,97,100,102,105,2025-07-07 10:00,49,143.7,143.7,54870.41
DETAIL0057,NEED0062,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,40FT,2,4,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-02 10:00,1,143.7,143.7,170140.8
DETAIL0058,NEED0063,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,40FT,1,2,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 05:00,20,143.7,143.7,85070.4
DETAIL0059,NEED0064,CARRIER_B,YAKMOK,약목역 CY,BUSAN,부산신항,40FT,1,2,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 06:00,21,143.7,143.7,85070.4
DETAIL0060,NEED0065,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,40FT,1,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-05 10:00,1,408.1,402.3,238161.6
DETAIL0061,NEED0067,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-02 10:00,1,143.7,143.7,54870.41
DETAIL0062,NEED0068,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-02 13:00,4,143.7,143.7,54870.41
DETAIL0063,NEED0069,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 07:00,22,143.7,143.7,54870.41
DETAIL0064,NEED0070,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 13:00,28,143.7,143.7,54870.41
DETAIL0065,NEED0071,CARRIER_C,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 20:00,2025-07-04 23:00,2025-07-05 06:00,2025-07-05 09:00,92,95,102,105,2025-07-06 09:00,24,296.3,296.3,113139.19
DETAIL0066,NEED0072,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 07:00,46,408.1,402.3,153614.23
DETAIL0067,NEED0073,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 10:00,49,408.1,402.3,153614.23
DETAIL0068,NEED0074,CARRIER_C,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-05 01:00,2025-07-05 04:00,2025-07-05 06:00,2025-07-05 09:00,97,100,102,105,2025-07-07 17:00,56,143.7,143.7,54870.41
DETAIL0069,NEED0075,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,40FT,1,2,CAND0170,2025-07-04 15:00,2025-07-04 18:00,2025-07-05 06:00,2025-07-05 09:00,87,90,102,105,2025-07-07 13:00,52,408.1,402.3,238161.6
DETAIL0070,NEED0079,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 01:00,2025-07-04 04:00,63,66,73,76,2025-07-04 11:00,7,242.0,236.2,90190.61
DETAIL0071,NEED0080,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 01:00,2025-07-04 04:00,63,66,73,76,2025-07-05 07:00,27,242.0,236.2,90190.61
DETAIL0072,NEED0081,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 01:00,2025-07-04 04:00,63,66,73,76,2025-07-05 20:00,40,242.0,236.2,90190.61
DETAIL0073,NEED0082,CARRIER_C,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 01:00,2025-07-04 04:00,63,66,73,76,2025-07-06 06:00,50,242.0,236.2,90190.61
DETAIL0074,NEED0089,CARRIER_D,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-04 14:00,5,390.6,384.8,227801.6
DETAIL0075,NEED0090,CARRIER_D,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-05 12:00,27,390.6,384.8,227801.6
DETAIL0076,NEED0091,CARRIER_D,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-05 13:00,28,390.6,384.8,227801.6
DETAIL0077,NEED0092,CARRIER_D,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-05 17:00,32,390.6,384.8,227801.6
DETAIL0078,NEED0093,CARRIER_D,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-06 11:00,50,390.6,384.8,227801.6
DETAIL0079,NEED0095,CARRIER_D,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-01 20:00,2025-07-01 23:00,2025-07-02 01:00,2025-07-02 04:00,20,23,25,28,2025-07-04 09:00,53,152.6,152.6,90339.2
DETAIL0080,NEED0096,CARRIER_D,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,40FT,1,2,CAND0170,2025-07-04 20:00,2025-07-04 23:00,2025-07-05 01:00,2025-07-05 04:00,92,95,97,100,2025-07-06 14:00,34,152.6,152.6,90339.2
DETAIL0081,NEED0097,CARRIER_E,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-02 01:00,2025-07-02 04:00,2025-07-02 06:00,2025-07-02 09:00,25,28,30,33,2025-07-03 10:00,25,143.7,143.7,54870.41
DETAIL0082,NEED0098,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-03 11:00,26,408.1,402.3,153614.23
DETAIL0083,NEED0099,CARRIER_E,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 20:00,2025-07-01 23:00,2025-07-02 06:00,2025-07-02 09:00,20,23,30,33,2025-07-03 13:00,28,296.3,296.3,113139.19
DETAIL0084,NEED0099,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-03 13:00,28,408.1,402.3,153614.23
DETAIL0085,NEED0101,CARRIER_E,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 01:00,2025-07-04 04:00,63,66,73,76,2025-07-06 16:00,60,242.0,236.2,139830.4
DETAIL0086,NEED0103,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-04 16:00,7,390.6,384.8,146932.03
DETAIL0087,NEED0104,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,2,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-06 14:00,53,390.6,384.8,293864.06
DETAIL0088,NEED0105,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-06 15:00,54,390.6,384.8,146932.03
DETAIL0089,NEED0106,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-06 16:00,55,390.6,384.8,146932.03
DETAIL0090,NEED0107,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2,CAND0707,2025-07-03 15:00,2025-07-03 18:00,2025-07-04 06:00,2025-07-04 09:00,63,66,78,81,2025-07-06 18:00,57,390.6,384.8,227801.6
DETAIL0091,NEED0110,CARRIER_F,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 15:00,2025-07-01 18:00,2025-07-02 06:00,2025-07-02 09:00,15,18,30,33,2025-07-03 07:00,22,408.1,402.3,153614.23
DETAIL0092,NEED0111,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-01 20:00,2025-07-01 23:00,2025-07-02 06:00,2025-07-02 09:00,20,23,30,33,2025-07-03 14:00,29,296.3,296.3,226278.38
DETAIL0093,NEED0112,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 20:00,2025-07-01 23:00,2025-07-02 06:00,2025-07-02 09:00,20,23,30,33,2025-07-03 15:00,30,296.3,296.3,113139.19
DETAIL0094,NEED0113,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 20:00,2025-07-01 23:00,2025-07-02 06:00,2025-07-02 09:00,20,23,30,33,2025-07-03 19:00,34,296.3,296.3,113139.19
DETAIL0095,NEED0114,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-01 20:00,2025-07-01 23:00,2025-07-02 06:00,2025-07-02 09:00,20,23,30,33,2025-07-04 08:00,47,296.3,296.3,113139.19
