need_id,carrier_id,destination,destination_name,container_size,quantity,teu,due_time,due_slot,priority,need_reason,inventory_lb,noncommitted_quantity,noncommitted_teu,status
NEED0074,CARRIER_B,BUSAN,부산신항,20FT,1,1,2026-08-16 10:00,154,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0075,CARRIER_B,DONGSAN,동산역 CY,20FT,1,1,2026-08-15 05:00,125,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0076,CARRIER_B,GWANGYANG,신광양항,20FT,1,1,2026-08-11 07:00,31,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0090,CARRIER_C,DONGSAN,동산역 CY,20FT,1,1,2026-08-15 10:00,130,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0091,CARRIER_C,DONGSAN,동산역 CY,20FT,1,1,2026-08-15 19:00,139,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0092,CARRIER_C,DONGSAN,동산역 CY,20FT,1,1,2026-08-16 11:00,155,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0094,CARRIER_C,DONGSAN,동산역 CY,40FT,1,2,2026-08-16 17:00,161,1,FORECAST_STOCKOUT,0,1,2,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0102,CARRIER_E,BUSAN,부산신항,20FT,1,1,2026-08-14 16:00,112,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0103,CARRIER_E,BUSAN,부산신항,20FT,1,1,2026-08-15 12:00,132,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0104,CARRIER_E,BUSAN,부산신항,40FT,1,2,2026-08-14 09:00,105,1,FORECAST_STOCKOUT,0,1,2,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0105,CARRIER_E,GWANGYANG,신광양항,20FT,1,1,2026-08-11 12:00,36,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0111,CARRIER_E,GWANGYANG,신광양항,20FT,1,1,2026-08-15 12:00,132,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0117,CARRIER_E,YAKMOK,약목역 CY,20FT,1,1,2026-08-13 18:00,90,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0118,CARRIER_E,YAKMOK,약목역 CY,20FT,1,1,2026-08-14 10:00,106,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0119,CARRIER_E,YAKMOK,약목역 CY,20FT,1,1,2026-08-15 07:00,127,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0120,CARRIER_E,YAKMOK,약목역 CY,20FT,1,1,2026-08-15 14:00,134,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0126,CARRIER_F,DONGSAN,동산역 CY,20FT,1,1,2026-08-16 11:00,155,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0127,CARRIER_F,GWANGYANG,신광양항,20FT,2,2,2026-08-11 11:00,35,1,FORECAST_STOCKOUT,0,2,2,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0128,CARRIER_F,GWANGYANG,신광양항,20FT,1,1,2026-08-11 16:00,40,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0129,CARRIER_F,GWANGYANG,신광양항,20FT,1,1,2026-08-11 18:00,42,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
NEED0147,CARRIER_F,GWANGYANG,신광양항,20FT,1,1,2026-08-15 11:00,131,1,FORECAST_STOCKOUT,0,1,1,NOT_IN_FINAL_PLAN_WITHOUT_CARRIER_COMMITMENT
