detail_id,need_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,load_start_time,departure_time,arrival_time,available_time,model_load_start_slot,model_departure_slot,model_arrival_slot,model_available_slot,service_due_time,earliness_hours,physical_distance_km,tariff_distance_km,estimated_rail_charge_krw
DETAIL0017,NEED0020,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-14 18:00,62,264.4,258.6,98743.82
DETAIL0018,NEED0021,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 01:00,2025-07-09 04:00,15,18,25,28,2025-07-10 08:00,28,264.4,258.6,153091.2
DETAIL0019,NEED0022,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-12 15:00,11,264.4,258.6,153091.2
DETAIL0020,NEED0023,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-12 18:00,14,264.4,258.6,153091.2
DETAIL0021,NEED0024,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-13 10:00,30,264.4,258.6,153091.2
DETAIL0022,NEED0025,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,3,6,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-13 15:00,35,264.4,258.6,459273.6
DETAIL0023,NEED0026,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-14 09:00,53,264.4,258.6,153091.2
DETAIL0024,NEED0027,CARRIER_A,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-14 18:00,62,264.4,258.6,153091.2
DETAIL0025,NEED0028,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-11 20:00,2025-07-11 23:00,87,90,92,95,2025-07-13 07:00,32,111.8,111.8,42689.71
DETAIL0026,NEED0029,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-11 20:00,2025-07-11 23:00,87,90,92,95,2025-07-13 17:00,42,111.8,111.8,42689.71
DETAIL0027,NEED0030,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-11 20:00,2025-07-11 23:00,87,90,92,95,2025-07-14 07:00,56,111.8,111.8,42689.71
DETAIL0028,NEED0031,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-08 20:00,2025-07-08 23:00,15,18,20,23,2025-07-11 09:00,58,111.8,111.8,66185.6
DETAIL0029,NEED0032,CARRIER_B,UIWANG,의왕ICD(오봉역),BUGANG,부강화물역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-08 20:00,2025-07-08 23:00,15,18,20,23,2025-07-11 14:00,63,111.8,111.8,66185.6
DETAIL0030,NEED0033,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 20:00,35,408.1,402.3,307228.46
DETAIL0031,NEED0034,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 05:00,44,408.1,402.3,153614.23
DETAIL0032,NEED0035,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 09:00,48,408.1,402.3,307228.46
DETAIL0033,NEED0036,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,3,3,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 10:00,49,408.1,402.3,460842.7
DETAIL0034,NEED0037,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 11:00,50,408.1,402.3,307228.46
DETAIL0035,NEED0038,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 12:00,51,408.1,402.3,307228.46
DETAIL0036,NEED0039,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 14:00,53,408.1,402.3,153614.23
DETAIL0037,NEED0040,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,3,3,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 15:00,54,408.1,402.3,460842.7
DETAIL0038,NEED0041,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 16:00,55,408.1,402.3,153614.23
DETAIL0039,NEED0042,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 17:00,56,408.1,402.3,153614.23
DETAIL0040,NEED0043,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-12 07:00,70,408.1,402.3,153614.23
DETAIL0041,NEED0044,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-12 08:00,71,408.1,402.3,153614.23
DETAIL0042,NEED0045,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 06:00,2025-07-12 09:00,87,90,102,105,2025-07-12 11:00,2,408.1,402.3,153614.23
DETAIL0043,NEED0046,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 06:00,2025-07-12 09:00,87,90,102,105,2025-07-12 12:00,3,408.1,402.3,153614.23
DETAIL0044,NEED0047,CARRIER_B,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 06:00,2025-07-12 09:00,87,90,102,105,2025-07-13 07:00,22,408.1,402.3,307228.46
DETAIL0045,NEED0048,CARRIER_C,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 20:00,2025-07-08 23:00,2025-07-09 06:00,2025-07-09 09:00,20,23,30,33,2025-07-10 15:00,30,296.3,296.3,113139.19
DETAIL0046,NEED0048,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 15:00,30,408.1,402.3,153614.23
DETAIL0047,NEED0049,CARRIER_C,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 16:00,31,408.1,402.3,153614.23
DETAIL0048,NEED0050,CARRIER_C,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 20:00,2025-07-08 23:00,2025-07-09 06:00,2025-07-09 09:00,20,23,30,33,2025-07-11 14:00,53,296.3,296.3,113139.19
DETAIL0049,NEED0051,CARRIER_C,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 20:00,2025-07-08 23:00,2025-07-09 06:00,2025-07-09 09:00,20,23,30,33,2025-07-12 06:00,69,296.3,296.3,113139.19
DETAIL0050,NEED0058,CARRIER_C,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 01:00,2025-07-09 04:00,15,18,25,28,2025-07-09 09:00,5,264.4,258.6,153091.2
DETAIL0051,NEED0059,CARRIER_C,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 01:00,2025-07-09 04:00,15,18,25,28,2025-07-09 15:00,11,264.4,258.6,153091.2
DETAIL0052,NEED0060,CARRIER_C,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 01:00,2025-07-09 04:00,15,18,25,28,2025-07-09 17:00,13,264.4,258.6,153091.2
DETAIL0053,NEED0061,CARRIER_C,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 01:00,2025-07-09 04:00,15,18,25,28,2025-07-09 18:00,14,264.4,258.6,153091.2
DETAIL0054,NEED0068,CARRIER_D,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 01:00,2025-07-12 04:00,92,95,97,100,2025-07-13 11:00,31,152.6,152.6,58268.78
DETAIL0055,NEED0069,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 11:00,26,408.1,402.3,153614.23
DETAIL0056,NEED0070,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 12:00,27,408.1,402.3,153614.23
DETAIL0057,NEED0071,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 15:00,30,408.1,402.3,153614.23
DETAIL0058,NEED0072,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 16:00,31,408.1,402.3,153614.23
DETAIL0059,NEED0073,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-10 18:00,33,408.1,402.3,153614.23
DETAIL0060,NEED0074,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 06:00,2025-07-09 09:00,15,18,30,33,2025-07-11 10:00,49,408.1,402.3,153614.23
DETAIL0061,NEED0075,CARRIER_E,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 20:00,2025-07-08 23:00,2025-07-09 06:00,2025-07-09 09:00,20,23,30,33,2025-07-11 11:00,50,296.3,296.3,113139.19
DETAIL0062,NEED0077,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0158,2025-07-08 15:00,2025-07-08 18:00,2025-07-09 01:00,2025-07-09 04:00,15,18,25,28,2025-07-11 14:00,58,264.4,258.6,98743.82
DETAIL0063,NEED0078,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-12 08:00,4,264.4,258.6,98743.82
DETAIL0064,NEED0079,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-12 09:00,5,264.4,258.6,98743.82
DETAIL0065,NEED0080,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-12 11:00,7,264.4,258.6,98743.82
DETAIL0066,NEED0081,CARRIER_E,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 01:00,2025-07-12 04:00,92,95,97,100,2025-07-12 13:00,9,152.6,152.6,58268.78
DETAIL0067,NEED0082,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-12 15:00,11,264.4,258.6,98743.82
DETAIL0068,NEED0083,CARRIER_E,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 01:00,2025-07-12 04:00,92,95,97,100,2025-07-12 17:00,13,152.6,152.6,58268.78
DETAIL0069,NEED0084,CARRIER_E,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-14 07:00,51,264.4,258.6,98743.82
DETAIL0070,NEED0085,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0158,2025-07-08 20:00,2025-07-08 23:00,2025-07-09 06:00,2025-07-09 09:00,20,23,30,33,2025-07-11 17:00,56,296.3,296.3,113139.19
DETAIL0071,NEED0086,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 06:00,2025-07-12 09:00,92,95,102,105,2025-07-12 10:00,1,296.3,296.3,113139.19
DETAIL0072,NEED0087,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 06:00,2025-07-12 09:00,92,95,102,105,2025-07-12 11:00,2,296.3,296.3,113139.19
DETAIL0073,NEED0088,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 06:00,2025-07-12 09:00,92,95,102,105,2025-07-12 12:00,3,296.3,296.3,113139.19
DETAIL0074,NEED0097,CARRIER_F,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 01:00,2025-07-12 04:00,92,95,97,100,2025-07-12 09:00,5,152.6,152.6,58268.78
DETAIL0075,NEED0098,CARRIER_F,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 20:00,2025-07-11 23:00,2025-07-12 01:00,2025-07-12 04:00,92,95,97,100,2025-07-12 14:00,10,152.6,152.6,58268.78
DETAIL0076,NEED0099,CARRIER_F,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1,CAND0170,2025-07-11 15:00,2025-07-11 18:00,2025-07-12 01:00,2025-07-12 04:00,87,90,97,100,2025-07-13 14:00,34,264.4,258.6,98743.82
DETAIL0077,NEED0100,CARRIER_F,BUGANG,부강화물역 CY,YAKMOK,약목역 CY,40FT,1,2,CAND0158,2025-07-08 20:00,2025-07-08 23:00,2025-07-09 01:00,2025-07-09 04:00,20,23,25,28,2025-07-10 09:00,29,152.6,152.6,90339.2
